key	x	y	z	heading	kind	status	district_hint
M56.ApcOne	-219.661	-1807.263	-0.400	50	channel	estimate	Maze Bank Arena / the near Scarab, south of sp1_12_bridge_1fc at (-191.7, -1813.8, 29.63) so it comes north under the bridge as the authored line says; 9.7 m of clear floor
M56.ApcTwo	-184.999	-1828.117	-0.400	50	channel	estimate	Maze Bank Arena / the far Scarab, the other side of the same bridge; 12.3 m of clear floor
M56.Chopper	-202.330	-1817.690	45.000	50	air	estimate	Maze Bank Arena / the Savage's approach over the channel, above the 28 m rim and clear of sp1_12_bridge_1fc at 29.63; nothing placed within 40 m at this height
M56.Exit	-354.619	-1687.977	-0.400	50	channel	estimate	La Puerta / the run-out up-channel, where the archives show 35 m of clear floor; the harbor end is full of wrecks and pallets, live survey pending
M56.BridgeGunner1	-188.000	-1810.000	28.800	140	land	estimate	Maze Bank Arena / on sp1_12_bridge_1fc, the bridge over the channel whose origin is at 29.63; street level, so ground preparation is right here and this is not a fixed surface
M56.BridgeGunner2	-196.000	-1818.000	28.800	140	land	estimate	Maze Bank Arena / the other end of the same bridge deck; street level, so ground preparation is right here and this is not a fixed surface
M63.Start	-106.000	-798.000	36.770	130	land	estimate	Pillbox Hill / the Maze Bank plaza deck at dt1_11_dt1_plaza (-76.6, -825.6, 36.77), seven meters above the street around it, which is why it is a fixed surface; live survey pending
M63.IceStart	-110.000	-800.000	36.770	130	land	estimate	Pillbox Hill / the Maze Bank plaza deck at dt1_11_dt1_plaza (-76.6, -825.6, 36.77), seven meters above the street around it, which is why it is a fixed surface; live survey pending
M63.GohanStart	-102.000	-796.000	36.770	130	land	estimate	Pillbox Hill / the Maze Bank plaza deck at dt1_11_dt1_plaza (-76.6, -825.6, 36.77), seven meters above the street around it, which is why it is a fixed surface; live survey pending
M63.GuessStart	-108.000	-794.000	36.770	130	land	estimate	Pillbox Hill / the Maze Bank plaza deck at dt1_11_dt1_plaza (-76.6, -825.6, 36.77), seven meters above the street around it, which is why it is a fixed surface; live survey pending
M63.Technical	-98.000	-782.000	36.770	130	land	estimate	Pillbox Hill / where the technical lines up for the run at the entrance, 42 m out on the plaza deck; the Maze Bank plaza deck at dt1_11_dt1_plaza (-76.6, -825.6, 36.77), seven meters above the street around it, which is why it is a fixed surface; live survey pending
M63.Doors	-84.130	-821.350	36.710	130	land	estimate	Pillbox Hill / the Maze Bank vehicle entrance, the hei_dt1_11_carpark portal at its own archive height; the deck is probed here and every other plaza point moves with it
M63.Nest1	-82.000	-790.000	36.770	310	land	estimate	Pillbox Hill / a contractor gun nest covering the plaza approach; the Maze Bank plaza deck at dt1_11_dt1_plaza (-76.6, -825.6, 36.77), seven meters above the street around it, which is why it is a fixed surface; live survey pending
M63.Nest2	-86.000	-766.000	36.770	310	land	estimate	Pillbox Hill / a contractor gun nest covering the plaza approach; the Maze Bank plaza deck at dt1_11_dt1_plaza (-76.6, -825.6, 36.77), seven meters above the street around it, which is why it is a fixed surface; live survey pending
M63.Nest3	-114.000	-782.000	36.770	310	land	estimate	Pillbox Hill / a contractor gun nest covering the plaza approach; the Maze Bank plaza deck at dt1_11_dt1_plaza (-76.6, -825.6, 36.77), seven meters above the street around it, which is why it is a fixed surface; live survey pending
M63.Core	-88.000	-827.000	36.770	40	land	estimate	Pillbox Hill / the security core beside the tower entrance; derived from the entrance rather than a placed prop, height probed with the deck, live survey pending
M64.Start	-92.000	-806.000	36.770	130	land	estimate	Pillbox Hill / the Maze Bank plaza, where the crew forms up before going to the service floor; the Maze Bank plaza deck at dt1_11_dt1_plaza (-76.6, -825.6, 36.77), seven meters above the street around it, which is why it is a fixed surface; live survey pending
M64.IceStart	-96.000	-808.000	36.770	130	land	estimate	Pillbox Hill / the Maze Bank plaza deck at dt1_11_dt1_plaza (-76.6, -825.6, 36.77), seven meters above the street around it, which is why it is a fixed surface; live survey pending
M64.GohanStart	-88.000	-804.000	36.770	130	land	estimate	Pillbox Hill / the Maze Bank plaza deck at dt1_11_dt1_plaza (-76.6, -825.6, 36.77), seven meters above the street around it, which is why it is a fixed surface; live survey pending
M64.GuessStart	-94.000	-802.000	36.770	130	land	estimate	Pillbox Hill / the Maze Bank plaza deck at dt1_11_dt1_plaza (-76.6, -825.6, 36.77), seven meters above the street around it, which is why it is a fixed surface; live survey pending
M64.Doors	-84.130	-821.350	36.710	130	land	estimate	Pillbox Hill / the Maze Bank entrance, the hei_dt1_11_carpark portal; the lift up to the service floor is taken here
M65.Start	-92.000	-806.000	36.770	130	land	estimate	Pillbox Hill / the Maze Bank plaza, where the crew forms up before going to the executive floor; the Maze Bank plaza deck at dt1_11_dt1_plaza (-76.6, -825.6, 36.77), seven meters above the street around it, which is why it is a fixed surface; live survey pending
M65.IceStart	-96.000	-808.000	36.770	130	land	estimate	Pillbox Hill / the Maze Bank plaza deck at dt1_11_dt1_plaza (-76.6, -825.6, 36.77), seven meters above the street around it, which is why it is a fixed surface; live survey pending
M65.GohanStart	-88.000	-804.000	36.770	130	land	estimate	Pillbox Hill / the Maze Bank plaza deck at dt1_11_dt1_plaza (-76.6, -825.6, 36.77), seven meters above the street around it, which is why it is a fixed surface; live survey pending
M65.GuessStart	-94.000	-802.000	36.770	130	land	estimate	Pillbox Hill / the Maze Bank plaza deck at dt1_11_dt1_plaza (-76.6, -825.6, 36.77), seven meters above the street around it, which is why it is a fixed surface; live survey pending
M65.Doors	-84.130	-821.350	36.710	130	land	estimate	Pillbox Hill / the Maze Bank entrance, the hei_dt1_11_carpark portal; the lift up to the executive floor is taken here
M66.Start	-75.200	-818.950	323.260	0	land	estimate	Pillbox Hill / the Maze Bank roof helipad dt1_11_heliport at its own archive height; live survey pending
M66.IceStart	-79.000	-819.000	323.260	0	land	estimate	Pillbox Hill / the Maze Bank roof deck, inside the prop_wall_light_02a ring that outlines it; live survey pending
M66.GohanStart	-71.500	-819.000	323.260	0	land	estimate	Pillbox Hill / the Maze Bank roof deck, inside the prop_wall_light_02a ring that outlines it; live survey pending
M66.GuessStart	-75.200	-815.000	323.260	0	land	estimate	Pillbox Hill / the Maze Bank roof deck, inside the prop_wall_light_02a ring that outlines it; live survey pending
M66.Edge	-75.200	-827.500	323.260	180	land	estimate	Pillbox Hill / the south parapet of the Maze Bank roof, inside the prop_wall_light_02a at (-78.9, -827.9, 324.99); where they go off, live survey pending
M66.Patrol1	-150.000	-790.000	355.000	120	air	estimate	Pillbox Hill / an Aegis QRF gunship circuit over the tower, above the 325.17 roof rim and clear of it
M66.Patrol2	10.000	-860.000	350.000	300	air	estimate	Pillbox Hill / an Aegis QRF gunship circuit over the tower, above the 325.17 roof rim and clear of it
M66.Patrol3	-60.000	-720.000	345.000	200	air	estimate	Pillbox Hill / an Aegis QRF gunship circuit over the tower, above the 325.17 roof rim and clear of it
M66.Landing	-1180.000	-1180.000	15.000	300	land	estimate	Vespucci Canals / a seed on the Del Perro connector; the lane itself comes from GameUtils.NearestRoadNode at runtime, because roads are baked terrain and no placed-entity survey can find one
M55.Start	-13.080	-593.620	93.030	0	interior	estimate	Pillbox Hill / the first penthouse, where the job is taken; one of the game's own high-end apartment interiors, v_apartment_high, stock base map in a hw1_blimp_interior ymap with no DLC prefix, so nothing has to be requested; only this placement is authored and everything inside is found at runtime, live survey pending
M55.IceStart	-13.080	-593.620	93.030	0	interior	estimate	Pillbox Hill / Ice's penthouse; one of the game's own high-end apartment interiors, v_apartment_high, stock base map in a hw1_blimp_interior ymap with no DLC prefix, so nothing has to be requested; only this placement is authored and everything inside is found at runtime, live survey pending
M55.GohanStart	-282.300	-954.780	85.300	0	interior	estimate	Pillbox Hill / Gohan's penthouse, 610 m from Ice's; one of the game's own high-end apartment interiors, v_apartment_high, stock base map in a hw1_blimp_interior ymap with no DLC prefix, so nothing has to be requested; only this placement is authored and everything inside is found at runtime, live survey pending
M55.GuessStart	-460.610	-691.560	69.880	0	interior	estimate	Little Seoul / Guess's penthouse, 460 m from Ice's; one of the game's own high-end apartment interiors, v_apartment_high, stock base map in a hw1_blimp_interior ymap with no DLC prefix, so nothing has to be requested; only this placement is authored and everything inside is found at runtime, live survey pending
M55.Regroup	-180.000	-830.000	30.000	200	land	estimate	Pillbox Hill / the street regroup between the three towers; the authored parachute descent to the canal is not reproduced, because the nearest canal is 800 m from a 90 m roof
SM07.Suite	-260.880	-953.560	70.020	0	interior	estimate	Pillbox Hill / Sterling's suite, one of the game's own high-end apartment interiors, v_apartment_high, stock base map in a hw1_blimp_interior ymap with no DLC prefix, so nothing has to be requested; the bible's Del Perro hotel has no interior anywhere in Los Santos, so this stands in for it; only this placement is authored and everything inside is found at runtime, live survey pending
SM07.Start	-266.000	-963.000	31.000	340	land	estimate	Pillbox Hill / the street below Sterling's tower, where the job is taken; live survey pending
SM08.Floor	-139.540	-629.080	167.820	0	interior	estimate	Pillbox Hill / the Vanderbilt and Cole floor, the executive office MLO ex_dt1_02_office_01a at its own placement; DLC map data, so the IPL goes through DlcMaps; only this placement is authored, live survey pending
SM08.Start	-145.000	-640.000	33.000	340	land	estimate	Pillbox Hill / the street below the firm's tower, where the job is taken; live survey pending
SM08.Exit	-145.000	-640.000	33.000	340	land	estimate	Pillbox Hill / out of the building and clear of it, the same street point; live survey pending
M58.Start	1100.000	-806.000	57.000	0	land	estimate	Mirror Park / the Mirror Park cul-de-sac around the vented block; street level, so ground preparation is right here, live survey pending
M58.IceStart	1094.000	-808.000	57.000	0	land	estimate	Mirror Park / the Mirror Park cul-de-sac around the vented block; street level, so ground preparation is right here, live survey pending
M58.GohanStart	1106.000	-808.000	57.000	0	land	estimate	Mirror Park / the Mirror Park cul-de-sac around the vented block; street level, so ground preparation is right here, live survey pending
M58.GuessStart	1100.000	-812.000	57.000	0	land	estimate	Mirror Park / the Mirror Park cul-de-sac around the vented block; street level, so ground preparation is right here, live survey pending
M58.Hauler	1100.000	-818.000	57.000	0	land	estimate	Mirror Park / where the armored hauler waits for its run at the gate; the Mirror Park cul-de-sac around the vented block; street level, so ground preparation is right here, live survey pending
M58.Gate	1104.000	-790.000	58.000	0	land	estimate	Mirror Park / a seed for the compound gate; the lane comes from GameUtils.NearestRoadNode at runtime, because roads are baked terrain
M58.Overwatch	1100.000	-800.000	57.000	0	land	estimate	Mirror Park / where Ice sets the LMG on the cul-de-sac; the Mirror Park cul-de-sac around the vented block; street level, so ground preparation is right here, live survey pending
M58.Vent1	1072.400	-778.100	60.340	180	land	estimate	Mirror Park / prop_roofvent_04a on the villa roof at its own archive height; one of the two HVAC intakes Gohan gasses
M58.Vent2	1138.500	-779.700	63.230	180	land	estimate	Mirror Park / prop_roofvent_04a on the villa roof at its own archive height, 66 m from the first; the second HVAC intake
M58.Capo1	1080.000	-772.000	58.000	180	land	estimate	Mirror Park / a Cifuentes capo inside the compound, between the two vented roofs; the Mirror Park cul-de-sac around the vented block; street level, so ground preparation is right here, live survey pending
M58.Capo2	1096.000	-770.000	58.000	180	land	estimate	Mirror Park / a Cifuentes capo inside the compound, between the two vented roofs; the Mirror Park cul-de-sac around the vented block; street level, so ground preparation is right here, live survey pending
M58.Capo3	1112.000	-770.000	58.000	180	land	estimate	Mirror Park / a Cifuentes capo inside the compound, between the two vented roofs; the Mirror Park cul-de-sac around the vented block; street level, so ground preparation is right here, live survey pending
M58.Capo4	1128.000	-774.000	58.000	180	land	estimate	Mirror Park / a Cifuentes capo inside the compound, between the two vented roofs; the Mirror Park cul-de-sac around the vented block; street level, so ground preparation is right here, live survey pending
M58.Guard1	1086.000	-786.000	58.000	180	land	estimate	Mirror Park / compound security in the cul-de-sac; the Mirror Park cul-de-sac around the vented block; street level, so ground preparation is right here, live survey pending
M58.Guard2	1102.000	-784.000	58.000	180	land	estimate	Mirror Park / compound security in the cul-de-sac; the Mirror Park cul-de-sac around the vented block; street level, so ground preparation is right here, live survey pending
M58.Guard3	1118.000	-786.000	58.000	180	land	estimate	Mirror Park / compound security in the cul-de-sac; the Mirror Park cul-de-sac around the vented block; street level, so ground preparation is right here, live survey pending
M58.Guard4	1070.000	-794.000	58.000	180	land	estimate	Mirror Park / compound security in the cul-de-sac; the Mirror Park cul-de-sac around the vented block; street level, so ground preparation is right here, live survey pending
M58.Guard5	1134.000	-792.000	58.000	180	land	estimate	Mirror Park / compound security in the cul-de-sac; the Mirror Park cul-de-sac around the vented block; street level, so ground preparation is right here, live survey pending
M58.Guard6	1104.000	-762.000	58.000	180	land	estimate	Mirror Park / compound security in the cul-de-sac; the Mirror Park cul-de-sac around the vented block; street level, so ground preparation is right here, live survey pending
M59.Start	227.000	1120.000	230.000	20	land	estimate	Baytree Canyon / the transmitter yard on the Vinewood ridge; archives show 19.2 m clear at mast level, live survey pending
M59.GohanStart	219.000	1128.000	230.000	20	land	estimate	Baytree Canyon / the transmitter yard beside prop_radiomast02; archives show 11.2 m clear, live survey pending
M59.GuessStart	235.000	1120.000	230.000	20	land	estimate	Baytree Canyon / the transmitter yard on the Vinewood ridge; archives show 19.8 m clear, live survey pending
M59.Mast	217.060	1140.440	230.260	20	land	estimate	Vinewood Hills / prop_radiomast02 and the plant around its base at 230.3 to 235.7; the state relay Gohan overrides, at the mast's own archive height
M59.IceStart	736.580	1194.270	335.540	250	land	estimate	Galileo Park / the Vinewood sign, at ch2_03_ladder_mesh_07's own archive height; a fixed surface probed onto the real letter top at runtime, because a ladder prop's origin is not a floor
M59.Roost	736.580	1194.270	335.540	250	land	estimate	Galileo Park / the same maintenance ladder, the middle of twelve running the sign from (690.4, 1201.8) to (781.7, 1174.5); 522 m from the mast, which is the overwatch
M59.Approach	470.000	1170.000	350.000	250	air	estimate	Galileo Park / the Aegis helicopter's approach between the mast and the sign, above the 335 m ridge line
M60.Start	110.000	-1900.000	20.000	0	land	estimate	Davis / the Davis block; street level at z 19 to 22, so ground preparation is right here, live survey pending
M60.IceStart	104.000	-1902.000	20.000	0	land	estimate	Davis / the Davis block; street level at z 19 to 22, so ground preparation is right here, live survey pending
M60.GohanStart	116.000	-1902.000	20.000	0	land	estimate	Davis / the Davis block; street level at z 19 to 22, so ground preparation is right here, live survey pending
M60.GuessStart	110.000	-1906.000	20.000	0	land	estimate	Davis / the Davis block; street level at z 19 to 22, so ground preparation is right here, live survey pending
M60.Hold	110.000	-1890.000	20.000	0	land	estimate	Davis / the corner the roadblock closes and the crew holds; the Davis block; street level at z 19 to 22, so ground preparation is right here, live survey pending
M60.Wave1	110.000	-1830.000	21.000	180	land	estimate	Davis / where the first Aegis wave comes onto the block from the freeway side; the Davis block; street level at z 19 to 22, so ground preparation is right here, live survey pending
M60.Wave2	60.000	-1870.000	20.000	140	land	estimate	Davis / where the second wave comes in, from the west; the Davis block; street level at z 19 to 22, so ground preparation is right here, live survey pending
M60.Wave3	160.000	-1870.000	20.000	220	land	estimate	Davis / where the third wave comes in, from the east; the Davis block; street level at z 19 to 22, so ground preparation is right here, live survey pending
M60.Ally1	100.000	-1884.000	20.000	180	land	estimate	Davis / somebody from the block who stayed and is holding the alley; the Davis block; street level at z 19 to 22, so ground preparation is right here, live survey pending
M60.Ally2	120.000	-1884.000	20.000	180	land	estimate	Davis / somebody from the block who stayed and is holding the alley; the Davis block; street level at z 19 to 22, so ground preparation is right here, live survey pending
M60.Ally3	110.000	-1878.000	20.000	180	land	estimate	Davis / somebody from the block who stayed and is holding the alley; the Davis block; street level at z 19 to 22, so ground preparation is right here, live survey pending
M61.Start	975.000	-2893.000	5.300	180	land	estimate	Terminal / the Terminal Island quay beside the moorings, where the dive goes in; live survey pending
M61.GohanStart	970.000	-2893.000	5.300	180	land	estimate	Terminal / the Terminal Island quay beside the moorings; live survey pending
M61.IceStart	980.000	-2893.000	5.300	180	land	estimate	Terminal / the Terminal Island quay beside the moorings; live survey pending
M61.GuessStart	985.000	-2893.000	5.300	180	land	estimate	Terminal / the Terminal Island quay beside the moorings; live survey pending
M61.Wreck	925.000	-2890.000	0.000	0	water	estimate	Terminal / the downed gunship on the basin floor; the port basin west of the Terminal Island quay, whose edge runs along y=-2899 with prop_dock_moor_04 from x 966 to 1225; the container stacks start at x 958, so this is open water, depth checked at runtime
M61.Surface	950.000	-2893.000	0.000	0	water	estimate	Terminal / where the server comes up, between the wreck and the quay; the port basin west of the Terminal Island quay, whose edge runs along y=-2899 with prop_dock_moor_04 from x 966 to 1225; the container stacks start at x 958, so this is open water, depth checked at runtime
M61.Diver1	915.000	-2875.000	0.000	0	water	estimate	Terminal / an Aegis demolition diver coming for the wreck; the port basin west of the Terminal Island quay, whose edge runs along y=-2899 with prop_dock_moor_04 from x 966 to 1225; the container stacks start at x 958, so this is open water, depth checked at runtime
M61.Diver2	935.000	-2905.000	0.000	0	water	estimate	Terminal / an Aegis demolition diver coming for the wreck; the port basin west of the Terminal Island quay, whose edge runs along y=-2899 with prop_dock_moor_04 from x 966 to 1225; the container stacks start at x 958, so this is open water, depth checked at runtime
M61.Diver3	905.000	-2895.000	0.000	0	water	estimate	Terminal / an Aegis demolition diver coming for the wreck; the port basin west of the Terminal Island quay, whose edge runs along y=-2899 with prop_dock_moor_04 from x 966 to 1225; the container stacks start at x 958, so this is open water, depth checked at runtime
M61.Diver4	930.000	-2870.000	0.000	0	water	estimate	Terminal / an Aegis demolition diver coming for the wreck; the port basin west of the Terminal Island quay, whose edge runs along y=-2899 with prop_dock_moor_04 from x 966 to 1225; the container stacks start at x 958, so this is open water, depth checked at runtime
M62.Start	455.000	-2600.000	4.000	270	land	estimate	Elysian Island / the bank beside the rail crossing; live survey pending
M62.IceStart	452.000	-2606.000	4.000	270	land	estimate	Elysian Island / the bank beside the rail crossing; live survey pending
M62.GohanStart	458.000	-2606.000	4.000	270	land	estimate	Elysian Island / the bank beside the rail crossing; live survey pending
M62.GuessStart	455.000	-2612.000	4.000	270	land	estimate	Elysian Island / the bank beside the rail crossing; live survey pending
M62.Consist	440.950	-2646.640	2.270	0	land	estimate	Elysian Island / the head of the consist, on the coastal rail crossing at the port basin, on the po1_05_railriver bridge sections at (439.07, -2737.60, 2.76), (440.95, -2646.64, 2.27) and (439.53, -2504.07, 2.58)
M62.Flat1	439.530	-2504.070	2.580	0	land	estimate	Elysian Island / a flatbed standing on the coastal rail crossing at the port basin, on the po1_05_railriver bridge sections at (439.07, -2737.60, 2.76), (440.95, -2646.64, 2.27) and (439.53, -2504.07, 2.58)
M62.Flat2	439.070	-2737.600	2.760	0	land	estimate	Elysian Island / a flatbed standing on the coastal rail crossing at the port basin, on the po1_05_railriver bridge sections at (439.07, -2737.60, 2.76), (440.95, -2646.64, 2.27) and (439.53, -2504.07, 2.58)
M62.Container	440.950	-2650.000	3.500	0	land	estimate	Elysian Island / the reserves container on the consist; the coastal rail crossing at the port basin, on the po1_05_railriver bridge sections at (439.07, -2737.60, 2.76), (440.95, -2646.64, 2.27) and (439.53, -2504.07, 2.58)
M62.Boat	500.000	-2650.000	0.000	270	water	estimate	Elysian Island / open water sixty meters off the crossing, where Gohan holds the boat parallel; depth checked at runtime
M62.Chopper	400.000	-2650.000	60.000	90	air	estimate	Elysian Island / the Annihilator line over the crossing, above the bridge arches
M62.Rider1	441.000	-2520.000	3.500	0	land	estimate	Elysian Island / escort riding the flatbeds; the coastal rail crossing at the port basin, on the po1_05_railriver bridge sections at (439.07, -2737.60, 2.76), (440.95, -2646.64, 2.27) and (439.53, -2504.07, 2.58)
M62.Rider2	440.000	-2560.000	3.500	0	land	estimate	Elysian Island / escort riding the flatbeds; the coastal rail crossing at the port basin, on the po1_05_railriver bridge sections at (439.07, -2737.60, 2.76), (440.95, -2646.64, 2.27) and (439.53, -2504.07, 2.58)
M62.Rider3	441.000	-2600.000	3.500	0	land	estimate	Elysian Island / escort riding the flatbeds; the coastal rail crossing at the port basin, on the po1_05_railriver bridge sections at (439.07, -2737.60, 2.76), (440.95, -2646.64, 2.27) and (439.53, -2504.07, 2.58)
M62.Rider4	440.000	-2690.000	3.500	0	land	estimate	Elysian Island / escort riding the flatbeds; the coastal rail crossing at the port basin, on the po1_05_railriver bridge sections at (439.07, -2737.60, 2.76), (440.95, -2646.64, 2.27) and (439.53, -2504.07, 2.58)
M62.Rider5	441.000	-2720.000	3.500	0	land	estimate	Elysian Island / escort riding the flatbeds; the coastal rail crossing at the port basin, on the po1_05_railriver bridge sections at (439.07, -2737.60, 2.76), (440.95, -2646.64, 2.27) and (439.53, -2504.07, 2.58)
M67.Start	-1180.000	-1180.000	6.000	200	land	estimate	Vespucci Canals / the Del Perro industrial edge where the rig is loaded; the sub-station the bible names has no model anywhere in the archives, live survey pending
M67.IceStart	-1186.000	-1184.000	6.000	200	land	estimate	Vespucci Canals / the Del Perro industrial edge; live survey pending
M67.GohanStart	-1174.000	-1184.000	6.000	200	land	estimate	Vespucci Canals / the Del Perro industrial edge; live survey pending
M67.GuessStart	-1180.000	-1190.000	6.000	200	land	estimate	Vespucci Canals / the Del Perro industrial edge; live survey pending
M67.Semi	-1180.000	-1196.000	6.000	200	land	estimate	Vespucci Canals / where the extraction rig waits; live survey pending
M67.Airport	-1030.000	-2730.000	13.000	200	land	estimate	Los Santos International Airport / the airport perimeter the run ends at; live survey pending
M68.Start	-317.980	-1722.140	-0.400	230	channel	estimate	La Puerta / the Los Santos River storm channel on the line from sp1_12_riv_08 (-333.4, -1709.4) to sp1_12_riv_09 (-120.9, -1883.5); the floor is the debris median at -0.40, the same measurement M56 uses
M68.IceStart	-322.841	-1723.313	-0.400	230	channel	estimate	La Puerta / the Los Santos River storm channel on the line from sp1_12_riv_08 (-333.4, -1709.4) to sp1_12_riv_09 (-120.9, -1883.5); the floor is the debris median at -0.40, the same measurement M56 uses
M68.GohanStart	-313.119	-1720.967	-0.400	230	channel	estimate	La Puerta / the Los Santos River storm channel on the line from sp1_12_riv_08 (-333.4, -1709.4) to sp1_12_riv_09 (-120.9, -1883.5); the floor is the debris median at -0.40, the same measurement M56 uses
M68.GuessStart	-322.606	-1718.318	-0.400	230	channel	estimate	La Puerta / the Los Santos River storm channel on the line from sp1_12_riv_08 (-333.4, -1709.4) to sp1_12_riv_09 (-120.9, -1883.5); the floor is the debris median at -0.40, the same measurement M56 uses
M68.Rig	-306.415	-1731.695	-0.400	230	channel	estimate	La Puerta / where the rig starts its run and the floor probe is taken; the Los Santos River storm channel on the line from sp1_12_riv_08 (-333.4, -1709.4) to sp1_12_riv_09 (-120.9, -1883.5); the floor is the debris median at -0.40, the same measurement M56 uses
M68.Chaser1	-262.703	-1772.999	-0.400	230	channel	estimate	Maze Bank Arena / a PMC gun-truck coming in off a bridge ramp; the Los Santos River storm channel on the line from sp1_12_riv_08 (-333.4, -1709.4) to sp1_12_riv_09 (-120.9, -1883.5); the floor is the debris median at -0.40, the same measurement M56 uses
M68.Chaser2	-230.622	-1789.126	-0.400	230	channel	estimate	Maze Bank Arena / a PMC gun-truck coming in off a bridge ramp; the Los Santos River storm channel on the line from sp1_12_riv_08 (-333.4, -1709.4) to sp1_12_riv_09 (-120.9, -1883.5); the floor is the debris median at -0.40, the same measurement M56 uses
M68.Chaser3	-208.733	-1817.589	-0.400	230	channel	estimate	Maze Bank Arena / a PMC gun-truck coming in off a bridge ramp; the Los Santos River storm channel on the line from sp1_12_riv_08 (-333.4, -1709.4) to sp1_12_riv_09 (-120.9, -1883.5); the floor is the debris median at -0.40, the same measurement M56 uses
M68.Mouth	-140.650	-1868.650	0.400	230	channel	estimate	Maze Bank Arena / the channel mouth the rig leaves by, toward the airport; the Los Santos River storm channel on the line from sp1_12_riv_08 (-333.4, -1709.4) to sp1_12_riv_09 (-120.9, -1883.5); the floor is the debris median at -0.40, the same measurement M56 uses
M69.Start	-1105.000	-2670.000	13.000	240	land	estimate	Los Santos International Airport / the airport perimeter, where the rig comes through; the LSIA surface on the line of sixty-three prop_roadpole_01a running from (-1398, -3183, 13.15) to (-1121, -2690, 12.95), five hundred and sixty-six meters at a constant z 13; live survey pending
M69.IceStart	-1111.000	-2674.000	13.000	240	land	estimate	Los Santos International Airport / the LSIA surface on the line of sixty-three prop_roadpole_01a running from (-1398, -3183, 13.15) to (-1121, -2690, 12.95), five hundred and sixty-six meters at a constant z 13; live survey pending
M69.GohanStart	-1099.000	-2674.000	13.000	240	land	estimate	Los Santos International Airport / the LSIA surface on the line of sixty-three prop_roadpole_01a running from (-1398, -3183, 13.15) to (-1121, -2690, 12.95), five hundred and sixty-six meters at a constant z 13; live survey pending
M69.GuessStart	-1105.000	-2678.000	13.000	240	land	estimate	Los Santos International Airport / the LSIA surface on the line of sixty-three prop_roadpole_01a running from (-1398, -3183, 13.15) to (-1121, -2690, 12.95), five hundred and sixty-six meters at a constant z 13; live survey pending
M69.Rig	-1105.000	-2684.000	13.000	240	land	estimate	Los Santos International Airport / where the rig comes through the fence; the LSIA surface on the line of sixty-three prop_roadpole_01a running from (-1398, -3183, 13.15) to (-1121, -2690, 12.95), five hundred and sixty-six meters at a constant z 13; live survey pending
M69.Runway	-1210.000	-2870.000	13.000	240	land	estimate	Los Santos International Airport / the runway itself, on the pole line; the LSIA surface on the line of sixty-three prop_roadpole_01a running from (-1398, -3183, 13.15) to (-1121, -2690, 12.95), five hundred and sixty-six meters at a constant z 13; live survey pending
M69.Bowser	-1300.000	-3020.000	13.000	240	land	estimate	Los Santos International Airport / the fuel bowser at the taxiway line, the one Ice tells Guess to ram; the LSIA surface on the line of sixty-three prop_roadpole_01a running from (-1398, -3183, 13.15) to (-1121, -2690, 12.95), five hundred and sixty-six meters at a constant z 13; live survey pending
M69.Block1	-1290.000	-3030.000	13.000	240	land	estimate	Los Santos International Airport / an Aegis vehicle across the taxiway; the LSIA surface on the line of sixty-three prop_roadpole_01a running from (-1398, -3183, 13.15) to (-1121, -2690, 12.95), five hundred and sixty-six meters at a constant z 13; live survey pending
M69.Block2	-1310.000	-3010.000	13.000	240	land	estimate	Los Santos International Airport / an Aegis vehicle across the taxiway; the LSIA surface on the line of sixty-three prop_roadpole_01a running from (-1398, -3183, 13.15) to (-1121, -2690, 12.95), five hundred and sixty-six meters at a constant z 13; live survey pending
M69.Swat1	-1288.000	-3040.000	13.000	240	land	estimate	Los Santos International Airport / Aegis SWAT holding the taxiway line; the LSIA surface on the line of sixty-three prop_roadpole_01a running from (-1398, -3183, 13.15) to (-1121, -2690, 12.95), five hundred and sixty-six meters at a constant z 13; live survey pending
M69.Swat2	-1298.000	-3034.000	13.000	240	land	estimate	Los Santos International Airport / Aegis SWAT holding the taxiway line; the LSIA surface on the line of sixty-three prop_roadpole_01a running from (-1398, -3183, 13.15) to (-1121, -2690, 12.95), five hundred and sixty-six meters at a constant z 13; live survey pending
M69.Swat3	-1308.000	-3028.000	13.000	240	land	estimate	Los Santos International Airport / Aegis SWAT holding the taxiway line; the LSIA surface on the line of sixty-three prop_roadpole_01a running from (-1398, -3183, 13.15) to (-1121, -2690, 12.95), five hundred and sixty-six meters at a constant z 13; live survey pending
M69.Swat4	-1318.000	-3022.000	13.000	240	land	estimate	Los Santos International Airport / Aegis SWAT holding the taxiway line; the LSIA surface on the line of sixty-three prop_roadpole_01a running from (-1398, -3183, 13.15) to (-1121, -2690, 12.95), five hundred and sixty-six meters at a constant z 13; live survey pending
M69.Swat5	-1280.000	-3026.000	13.000	240	land	estimate	Los Santos International Airport / Aegis SWAT holding the taxiway line; the LSIA surface on the line of sixty-three prop_roadpole_01a running from (-1398, -3183, 13.15) to (-1121, -2690, 12.95), five hundred and sixty-six meters at a constant z 13; live survey pending
M69.Ramp	-1398.000	-3183.000	13.100	240	land	estimate	Los Santos International Airport / the C-130 cargo ramp at the far end of the pole line; the LSIA surface on the line of sixty-three prop_roadpole_01a running from (-1398, -3183, 13.15) to (-1121, -2690, 12.95), five hundred and sixty-six meters at a constant z 13; live survey pending
